name,fy,fp,net_income,revenue,revenue_yoy,revenue_qoq,profit_margin
SPIRAL TOYS INC.,2015.0,FY,-3460207.0,,,,
"SPIRIT AEROSYSTEMS HOLDINGS, INC.",2015.0,FY,153600000.0,,,,
"SPIRIT AIRLINES, INC.",2015.0,FY,176918000.0,,,,
"SPIRIT INTERNATIONAL, INC.",2015.0,FY,-82410.0,3000.0,,,-27.47
"SPIRIT REALTY CAPITAL, INC.",2015.0,FY,,419467000.0,,,
"SPOK HOLDINGS, INC",2015.0,FY,27530000.0,,,,
"SPORT ENDURANCE, INC.",2016.0,Q1,-6757.0,,,,
"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",2015.0,FY,21750000.0,,,,
SPRAGUE RESOURCES LP,2015.0,FY,-29838000.0,,,,
SPRINGLEAF FINANCE CORP,2015.0,FY,-83000000.0,,,,
SPRINT CORP,2015.0,Q3,-2379000000.0,8973000000.0,,,-0.2651287194918088
"SPROUTS FARMERS MARKET, INC.",2015.0,FY,51326000.0,,,,
SPS COMMERCE INC,2015.0,FY,1051000.0,104391000.0,,,0.010067917732371565
"SPX FLOW, INC.",2015.0,FY,131000000.0,,,,
"SPYR, INC.",2015.0,FY,2190658.0,1450887.0,,,1.5098749937107439
"SQN AIF IV, L.P.",2015.0,FY,,1215127.0,,,
"SQN ALTERNATIVE INVESTMENT FUND III, L.P.",2015.0,FY,921267.0,1074498.0,,,0.8573929407034727
SS&C TECHNOLOGIES HOLDINGS INC,2015.0,FY,117895000.0,,,,
ST JOE CO,2015.0,FY,4990000.0,131256000.0,,,0.038017309684890595
ST JOSEPH INC,2015.0,Q3,-48281.0,,,,
ST JUDE MEDICAL INC,2015.0,FY,723000000.0,,,,
STAAR SURGICAL CO,2015.0,FY,398000.0,,,,
"STAFFING 360 SOLUTIONS, INC.",2016.0,Q2,-8849088.0,,,,
"STAG INDUSTRIAL, INC.",2015.0,FY,5522000.0,,,,
STAGE STORES INC,2015.0,FY,16642000.0,,,,
"STALLION SYNERGIES, INC",2015.0,FY,-60701.0,0.0,,,-inf
STAMPS.COM INC,2015.0,FY,44153000.0,127819000.0,,,0.3454337774509267
STANCORP FINANCIAL GROUP INC,2015.0,FY,225600000.0,2876600000.0,,,0.07842591948828478
STANDARD MOTOR PRODUCTS INC,2015.0,FY,51450000.0,,,,
STANDEX INTERNATIONAL CORP/DE/,2016.0,Q2,11184000.0,,,,
"STANLEY BLACK & DECKER, INC.",2015.0,FY,490300000.0,,,,
STANLEY FURNITURE CO INC.,2015.0,FY,-4626000.0,,,,
STAR BULK CARRIERS CORP.,2015.0,FY,1850000.0,69894000.0,,,0.026468652530975478
STAR CENTURY PANDAHO CORP,2016.0,Q2,-16138.0,,,,
STAR GAS PARTNERS LP,2016.0,Q1,15554000.0,,,,
STAR VENDING SERVICES CORP.,2015.0,FY,-38550.0,0.0,,,-inf
STARBUCKS CORP,2016.0,Q1,983100000.0,,,,
STARFLICK.COM,2015.0,Q3,-4350.0,,,,
STARRETT L S CO,2016.0,Q2,2447000.0,,,,
"STARTEK, INC.",2015.0,FY,-6406000.0,,,,
"STARWOOD HOTEL & RESORTS WORLDWIDE, INC",2015.0,FY,635000000.0,6115000000.0,,,0.10384300899427637
"STARWOOD PROPERTY TRUST, INC.",2015.0,FY,305030000.0,549495000.0,,,0.5551096916259475
STARZ,2015.0,FY,247300000.0,,,,
"STARZ, LLC",2015.0,FY,247300000.0,,,,
STATE AUTO FINANCIAL CORP,2015.0,FY,,1153000000.0,,,
"STATE NATIONAL COMPANIES, INC.",2015.0,FY,,128503000.0,,,
STATE STREET CORP,2015.0,FY,2050000000.0,9864000000.0,,,0.20782643957826438
STATION CASINOS LLC,2015.0,FY,-104426000.0,,,,
"STEADFAST APARTMENT REIT, INC.",2015.0,FY,-86644.0,,,,
"STEADFAST INCOME REIT, INC.",2015.0,FY,-55879857.0,,,,
STEADYMED LTD.,2015.0,FY,-19040000.0,869000.0,,,-21.9102416570771
"STEAMPUNK WIZARDS, INC.",2016.0,Q2,-68199.0,,,,
STEEL EXCEL INC.,2015.0,FY,10671000.0,120028000.0,,,0.08890425567367614
STEEL PARTNERS HOLDINGS L.P.,2015.0,FY,19460000.0,721114000.0,,,0.02698602440113491
"STELLAR BIOTECHNOLOGIES, INC.",2016.0,Q1,-1343477.0,212661.0,,,-6.317458302180466
"STEM SALES, INC.",2015.0,FY,-20314.0,,,,
STEMCELLS INC,2015.0,FY,-26439159.0,172297.0,,,-153.45106995478739
"STEMGEN, INC.",2016.0,Q2,-54705.0,,,,
STEPAN CO,2015.0,FY,72828000.0,,,,
"STEREOTAXIS, INC.",2015.0,FY,-5202441.0,35011276.0,,,-0.14859329891318443
STERICYCLE INC,2015.0,FY,311372000.0,2142807000.0,,,0.14531033359513945
STERIS PLC,2015.0,Q3,38124000.0,473244000.0,,,0.08055886603950604
STERLING BANCORP,2015.0,FY,25254000.0,,,,
STERLING CONSTRUCTION CO INC,2015.0,FY,-73929000.0,556236000.0,,,-0.13290941255150693
STERLING GROUP VENTURES INC,2016.0,Q2,-60508.0,,,,
STERLING REAL ESTATE TRUST,2015.0,FY,2579000.0,,,,
"STEVEN MADDEN, LTD.",2015.0,FY,132007000.0,,,,
STEVIA FIRST CORP.,2015.0,Q3,-1142081.0,59641.0,,,-19.14925973742895
STEWARDSHIP FINANCIAL CORP,2015.0,FY,506000.0,,,,
STEWART INFORMATION SERVICES CORP,2015.0,FY,63026000.0,1927980000.0,,,0.03269017313457608
"STG GROUP, INC.",2015.0,FY,-254000.0,,,,
STIFEL FINANCIAL CORP,2015.0,FY,162013000.0,2019814000.0,,,0.08021184128835626
STILLWATER MINING CO /DE/,2015.0,FY,-270206000.0,,,,
STMICROELECTRONICS NV,2015.0,FY,-500000000.0,,,,
STONE ENERGY CORP,2015.0,FY,117634000.0,974179000.0,,,0.12075193573255018
STONEGATE MORTGAGE CORP,2015.0,FY,22571000.0,157947000.0,,,0.14290236598352613
STONEMOR PARTNERS LP,2015.0,FY,-19032000.0,246641000.0,,,-0.0771647860655771
STONERIDGE INC,2015.0,FY,15131000.0,,,,
STORE CAPITAL CORP,2015.0,FY,26313000.0,108904000.0,,,0.24161646955116434
STRAIGHT PATH COMMUNICATIONS INC.,2016.0,Q2,-277000.0,,,,
"STRATA SKIN SCIENCES, INC.",2015.0,FY,-14145000.0,,,,
STRATASYS LTD.,2015.0,FY,-26954000.0,,,,
STRATEAN INC.,2016.0,Q1,-191338.0,,,,
STRATEGIC INTERNET INVESTMENTS INC,2015.0,FY,-168963.0,,,,
"STRATEGIC REALTY TRUST, INC.",2015.0,FY,-8663000.0,,,,
"STRATEGIC STORAGE GROWTH TRUST, INC.",2015.0,FY,,0.0,,,
"STRATEGIC STORAGE TRUST II, INC.",2015.0,FY,,0.0,,,
STRATTEC SECURITY CORP,2016.0,Q2,5778000.0,,,,
STRATUS PROPERTIES INC,2015.0,FY,,127710000.0,,,
STRAYER EDUCATION INC,2015.0,FY,16425000.0,,,,
"STREAMTRACK, INC.",2016.0,Q1,-5052804.0,320108.0,,,-15.784685168755544
STRONGBOW RESOURCES INC.,2015.0,Q3,46174.0,,,,
STRONGBRIDGE BIOPHARMA PLC,2015.0,FY,-5295000.0,,,,
STRYKER CORP,2015.0,FY,1006000000.0,,,,
STURM RUGER & CO INC,2015.0,FY,111272000.0,,,,
SUBURBAN PROPANE PARTNERS LP,2016.0,Q1,55807000.0,,,,
"SUCAMPO PHARMACEUTICALS, INC.",2015.0,FY,7015000.0,89594000.0,,,0.0782976538607496
SUFFOLK BANCORP,2015.0,FY,12718000.0,,,,
SUGAR CREEK FINANCIAL CORP./MD/,2015.0,Q3,70901.0,,,,
"SUGARMADE, INC.",2015.0,Q2,15254.0,23349.0,,,0.6533042100304082
"SUGARMADE, INC.",2015.0,Q3,-196393.0,3025.0,,-0.870444130369609,-64.92330578512397
SUMMER ENERGY HOLDINGS INC,2015.0,FY,-3840170.0,49831951.0,,,-0.07706240520263796
"SUMMIT HEALTHCARE REIT, INC",2015.0,FY,-3777000.0,13420000.0,,,-0.28144560357675114
"SUMMIT HOTEL PROPERTIES, INC.",2015.0,FY,5878000.0,298958000.0,,,0.01966162470982546
"SUMMIT MATERIALS, INC.",2015.0,FY,-10151000.0,916201000.0,,,-0.011079446540660837
"SUMMIT MIDSTREAM PARTNERS, LP",2015.0,FY,43584000.0,323686000.0,,,0.13464901169652072
SUMMIT NETWORKS INC.,2016.0,Q2,-1136.0,,,,
"SUN BIOPHARMA, INC.",2015.0,FY,-3531000.0,,,,
SUN COMMUNITIES INC,2015.0,FY,16666000.0,422713000.0,,,0.03942627740334458
SUN HYDRAULICS CORP,2015.0,FY,37984000.0,,,,
"SUNCOKE ENERGY PARTNERS, L.P.",2015.0,FY,83400000.0,,,,
"SUNCOKE ENERGY, INC.",2015.0,FY,25000000.0,1647700000.0,,,0.015172664926867755
"SUNDANCE STRATEGIES, INC.",2015.0,Q3,-105952.0,,,,
SUNEDISON SEMICONDUCTOR LTD,2015.0,FY,-57700000.0,,,,
SUNESIS PHARMACEUTICALS INC,2015.0,FY,-34598000.0,7956000.0,,,-4.348667672197084
SUNLINK HEALTH SYSTEMS INC,2016.0,Q2,977000.0,,,,
"SUNNYSIDE BANCORP, INC.",2015.0,FY,-210367.0,,,,
SUNOCO LOGISTICS PARTNERS L.P.,2015.0,FY,463000000.0,16639000000.0,,,0.027826191477853236
SUNOCO LP,2015.0,FY,34233000.0,6825359000.0,,,0.0050155603536751695
SUNOPTA INC.,2015.0,FY,-8524000.0,998660000.0,,,-0.00853543748623155
SUNPOWER CORP,2015.0,FY,95593000.0,,,,
SUNRISE REAL ESTATE GROUP INC,2014.0,Q1,-1204253.0,,,,
SUNRISE REAL ESTATE GROUP INC,2014.0,Q2,1222387.0,,,,
SUNRISE REAL ESTATE GROUP INC,2014.0,Q3,-896390.0,,,,
SUNRUN INC.,2015.0,FY,-1201000.0,54740000.0,,,-0.021940080379978077
"SUNSHINE BANCORP, INC.",2015.0,FY,-2461000.0,,,,
"SUNSHINE BIOPHARMA, INC",2015.0,FY,-1934210.0,,,,
SUNSHINE FINANCIAL INC,2015.0,FY,39000.0,,,,
SUNTRUST BANKS INC,2015.0,FY,1344000000.0,,,,
"SUNWIN STEVIA INTERNATIONAL, INC.",2016.0,Q3,-324145.0,4771535.0,,,-0.06793306556485491
"SUNWORKS, INC.",2015.0,FY,-24872000.0,20190000.0,,,-1.231896978702328
"SUPER MICRO COMPUTER, INC.",2016.0,Q2,31242000.0,,,,
SUPERCONDUCTOR TECHNOLOGIES INC,2015.0,FY,-12173000.0,,,,
"SUPERIOR DRILLING PRODUCTS, INC.",2015.0,FY,-621397.0,,,,
SUPERIOR ENERGY SERVICES INC,2015.0,FY,-111418000.0,,,,
SUPERIOR INDUSTRIES INTERNATIONAL INC,2015.0,FY,22824000.0,,,,
SUPERIOR UNIFORM GROUP INC,2015.0,FY,1218000.0,,,,
SUPERNUS PHARMACEUTICALS INC,2015.0,FY,-92273000.0,12019000.0,,,-7.677261003411266
SUPERVALU INC,2015.0,Q3,79000000.0,,,,
"SUPPORT.COM, INC.",2015.0,FY,10383000.0,,,,
SURGE COMPONENTS INC,2015.0,FY,438564.0,,,,
"SURGERY PARTNERS, INC.",2015.0,FY,-9062000.0,284599000.0,,,-0.03184129248521604
"SURGICAL CARE AFFILIATES, INC.",2015.0,FY,-51344000.0,,,,
SURMODICS INC,2016.0,Q1,3614000.0,14205000.0,,,0.2544174586413235
SURREY BANCORP,2015.0,FY,3443569.0,,,,
SUSSEX BANCORP,2015.0,FY,2600000.0,,,,
"SWEEGEN, INC.",2016.0,Q2,,0.0,,,
SWEETS & TREATS INC.,2016.0,Q1,-2091.0,2269.0,,,-0.9215513442044954
SWEETS & TREATS INC.,2016.0,Q2,-41434.0,1131.0,,-0.501542529748788,-36.634836427939874
SWIFT ENERGY CO,2015.0,FY,-2442000.0,584401000.0,,,-0.004178637613556445
SWIFT TRANSPORTATION CO,2015.0,FY,155422000.0,4118195000.0,,,0.03774032069875273
SWISHER HYGIENE INC.,2015.0,FY,-46808000.0,0.0,,,-inf
SWISSINSO HOLDING INC.,2015.0,Q1,-1250163.0,5143.0,,,-243.080497763951
SWK HOLDINGS CORP,2015.0,FY,20765000.0,17400000.0,,,1.193390804597701
SYDYS CORP,2015.0,FY,,1053776.0,,,
SYKES ENTERPRISES INC,2015.0,FY,37260000.0,1263460000.0,,,0.02949044686812404
SYMANTEC CORP,2015.0,Q3,222000000.0,,,,
SYMBID CORP.,2015.0,FY,-2793000.0,276325.0,,,-10.107663077897403
SYMMETRY SURGICAL INC.,2015.0,FY,-12185000.0,88947000.0,,,-0.13699169168156317
"SYNACOR, INC.",2015.0,FY,-1367000.0,111807000.0,,,-0.012226425894621983
SYNALLOY CORP,2015.0,FY,1760564.0,,,,
SYNAPTICS INC,2016.0,Q2,21000000.0,,,,
SYNCHRONOSS TECHNOLOGIES INC,2015.0,FY,23351000.0,349047000.0,,,0.06689930009425665
SYNCHRONY FINANCIAL,2015.0,FY,1979000000.0,,,,
SYNERGY CHC CORP.,2015.0,FY,-960092.0,9158.0,,,-104.83642716750383
SYNERGY RESOURCES CORP,2016.0,Q1,21151000.0,,,,
SYNERON MEDICAL LTD.,2015.0,FY,1647000.0,256915000.0,,,0.006410680575287546
SYNIVERSE HOLDINGS INC,2015.0,FY,-46531000.0,858961000.0,,,-0.054171260394825844
SYNNEX CORP,2015.0,FY,152237000.0,,,,
SYNOPSYS INC,2016.0,Q1,,542043000.0,,,
SYNTEL INC,2015.0,FY,219658000.0,824765000.0,,,0.26632798433493177
SYNTHESIS ENERGY SYSTEMS INC,2016.0,Q2,-25593000.0,3882000.0,,,-6.59273570324575
"SYNTHETIC BIOLOGICS, INC.",2015.0,FY,-12317000.0,,,,
"SYNUTRA INTERNATIONAL, INC.",2015.0,Q3,17264000.0,,,,
SYPRIS SOLUTIONS INC,2015.0,FY,-1184000.0,,,,
SYSOREX GLOBAL,2015.0,FY,-7536000.0,62949000.0,,,-0.11971596053948434
SYSTEMAX INC,2015.0,FY,-43800000.0,,,,
"T BANCSHARES, INC.",2015.0,FY,3038000.0,,,,
T-BAMM,2015.0,Q3,-3312.0,,,,
"T-MOBILE US, INC.",2015.0,FY,35000000.0,24420000000.0,,,0.0014332514332514332
"T2 BIOSYSTEMS, INC.",2015.0,FY,-20610000.0,,,,
TABLE TRAC INC,2015.0,FY,33290.0,3478580.0,,,0.009569996952779582
TABLEAU SOFTWARE INC,2015.0,FY,7076000.0,232440000.0,,,0.03044226467045259
TACTICAL DIVERSIFIED FUTURES FUND L.P.,2015.0,FY,-12310001.0,,,,
TAILORED BRANDS INC,2015.0,FY,83791000.0,,,,
TAITRON COMPONENTS INC,2015.0,FY,-1127000.0,,,,
TAKE TWO INTERACTIVE SOFTWARE INC,2015.0,Q3,40093000.0,,,,
"TAKUNG ART CO., LTD.",2015.0,FY,1369537.0,4719862.0,,,0.29016462769462326
"TAKUNG ART CO., LTD.",2015.0,Q3,-3669.0,358848.0,,-0.9239706584641669,-0.010224384697699304
TALEN ENERGY CORP,2015.0,FY,-230000000.0,,,,
"TALLGRASS ENERGY GP, LP",2015.0,FY,1501000.0,290526000.0,,,0.005166491122997598
"TALLGRASS ENERGY PARTNERS, LP",2015.0,FY,9747000.0,290526000.0,,,0.03354949298857934
"TALMER BANCORP, INC.",2015.0,FY,60455000.0,,,,
"TALON INTERNATIONAL, INC.",2015.0,FY,9731087.0,,,,
TANARIS POWER HOLDINGS INC.,2016.0,Q2,-10496.0,,,,
TANDEM DIABETES CARE INC,2015.0,FY,-63139000.0,,,,
TANDY LEATHER FACTORY INC,2015.0,FY,7265717.0,,,,
TANGER FACTORY OUTLET CENTERS INC,2015.0,FY,107557000.0,384819000.0,,,0.2795002325768738
TAPIOCA CORP,2016.0,Q1,-2767.0,1180.0,,,-2.344915254237288
TARGA RESOURCES CORP.,2015.0,FY,65100000.0,,,,
TARGA RESOURCES PARTNERS LP,2015.0,FY,233500000.0,,,,
TARSIER LTD.,2016.0,Q2,468307.0,,,,
TASA PRODUCTS LTD,2015.0,FY,0.0,0.0,,,
TASER INTERNATIONAL INC,2015.0,FY,18244000.0,,,,
TAUBMAN CENTERS INC,2015.0,FY,132590000.0,767154000.0,,,0.17283361619700868
"TAXUS PHARMACEUTICALS HOLDINGS, INC.",2016.0,Q2,-66794.0,28867.0,,,-2.3138531887622547
TAYLOR CONSULTING INC.,2015.0,Q3,-183593.0,9392.0,,,-19.5478066439523
TAYLOR DEVICES INC,2016.0,Q2,504313.0,,,,
TAYLOR MORRISON HOME CORP,2015.0,FY,45420000.0,,,,
TCF FINANCIAL CORP,2015.0,FY,151668000.0,,,,
TD AMERITRADE HOLDING CORP,2016.0,Q1,211000000.0,,,,
TE CONNECTIVITY LTD.,2016.0,Q1,472000000.0,,,,
TEAM INC,2015.0,FY,32436000.0,,,,
TEAM INC,2016.0,Q2,17366000.0,,,,
TEARLAB CORP,2015.0,FY,-28990000.0,14645000.0,,,-1.9795151928986001
"TECH FOUNDRY VENTURES, INC.",2015.0,FY,-69959.0,4000.0,,,-17.48975
TECHNICAL COMMUNICATIONS CORP,2016.0,Q1,-727581.0,,,,
TECHTARGET INC,2015.0,FY,-1837000.0,,,,
TECNOGLASS INC.,2015.0,Q3,22312000.0,183294000.0,,,0.12172793435682565
TECO ENERGY INC,2015.0,FY,197700000.0,2355100000.0,,,0.08394548002207974
TECOGEN INC.,2015.0,FY,-3745812.0,,,,
TEGNA INC,2015.0,FY,388680000.0,1603123000.0,,,0.24245176446224026
TEJON RANCH CO,2015.0,FY,4165000.0,45000000.0,,,0.09255555555555556
TEL INSTRUMENT ELECTRONICS CORP,2015.0,Q3,-20944.0,,,,
"TELADOC, INC.",2015.0,FY,-6019000.0,19906000.0,,,-0.3023711443785793
"TELCO CUBA, INC..",2015.0,Q3,,56510.0,,,
TELEDYNE TECHNOLOGIES INC,2015.0,FY,185000000.0,,,,
TELEFLEX INC,2015.0,FY,150881000.0,,,,
"TELENAV, INC.",2016.0,Q2,-2723000.0,,,,
TELEPHONE & DATA SYSTEMS INC /DE/,2015.0,FY,141927000.0,4901236000.0,,,0.02895738952378543
TELETECH HOLDINGS INC,2015.0,FY,67388000.0,,,,
"TELIGENT, INC.",2015.0,FY,-84000.0,18224000.0,,,-0.0046093064091308165
TELKONET INC,2015.0,FY,42830.0,14796531.0,,,0.00289459738907721
TELOS CORP,2015.0,FY,-2618000.0,,,,
"TEMPUR SEALY INTERNATIONAL, INC.",2015.0,FY,78600000.0,2464300000.0,,,0.031895467272653494
"TEMPUS APPLIED SOLUTIONS HOLDINGS, INC.",2015.0,FY,-111990.0,,,,
"TENAX THERAPEUTICS, INC.",2015.0,FY,-9415800.0,1190928.0,,,-7.906271411873766
TENGASCO INC,2015.0,FY,2819000.0,,,,
TENNANT CO,2015.0,FY,40231000.0,,,,
TENNECO INC,2015.0,FY,183000000.0,,,,
TENNESSEE VALLEY AUTHORITY,2016.0,Q1,81000000.0,,,,
TERADATA CORP /DE/,2015.0,FY,377000000.0,2692000000.0,,,0.1400445765230312
"TERADYNE, INC",2015.0,FY,164947000.0,1427933000.0,,,0.11551452344052557
TERAFOX CORP,2016.0,Q1,-6482.0,0.0,,,-inf
TEREX CORP,2015.0,FY,226000000.0,7084000000.0,,,0.03190287972896669
TERRA NITROGEN CO L P /DE,2015.0,FY,,736200000.0,,,
TERRA TECH CORP.,2015.0,FY,-21889212.0,152992.0,,,-143.07422610332566
TERRAPIN 3 ACQUISITION CORP,2015.0,FY,-370406.0,0.0,,,-inf
TERRENO REALTY CORP,2015.0,FY,6641000.0,,,,
TESCO CORP,2015.0,FY,35284000.0,524865000.0,,,0.0672249054518781
TESLA MOTORS INC,2015.0,FY,-74014000.0,2013496000.0,,,-0.03675895060134214
TESORO CORP /NEW/,2015.0,FY,412000000.0,,,,
TESORO LOGISTICS LP,2015.0,FY,24000000.0,,,,
TESSCO TECHNOLOGIES INC,2015.0,Q3,1681200.0,,,,
TESSERA TECHNOLOGIES INC,2015.0,FY,-185555000.0,168811000.0,,,-1.0991878491330542
TETRA TECHNOLOGIES INC,2015.0,FY,153000.0,,,,
TETRALOGIC PHARMACEUTICALS CORP,2015.0,FY,-35958979.0,,,,
TETRAPHASE PHARMACEUTICALS INC,2015.0,FY,-29636000.0,10486000.0,,,-2.826244516498188
TETRIDYN SOLUTIONS INC,2015.0,FY,-24349.0,8347.0,,,-2.917095962621301
TEUCRIUM COMMODITY TRUST,2015.0,FY,-16269132.0,-13232041.0,,,1.229525513108673
TEVA PHARMACEUTICAL INDUSTRIES LTD,2015.0,FY,1269000000.0,,,,
TEXAS CAPITAL BANCSHARES INC/TX,2015.0,FY,121051000.0,,,,
TEXAS INSTRUMENTS INC,2015.0,FY,2162000000.0,,,,
TEXAS PACIFIC LAND TRUST,2015.0,FY,27218508.0,44109074.0,,,0.6170727592240998
TEXAS RARE EARTH RESOURCES CORP.,2016.0,Q1,-377337.0,,,,
"TEXAS SOUTH ENERGY, INC.",2015.0,FY,-1876420.0,,,,
"TEXAS SOUTH ENERGY, INC.",2016.0,Q1,-197617.0,,,,
TEXTAINER GROUP HOLDINGS LTD,2015.0,FY,182809000.0,528973000.0,,,0.34559230811402475
"TEXTMUNICATION HOLDINGS, INC.",2015.0,Q3,-216561.0,,,,
TEXTRON INC,2015.0,FY,498000000.0,12104000000.0,,,0.04114342366159947
TEXTURA CORP,2015.0,FY,-36884000.0,35534000.0,,,-1.0379917825181517
TFS FINANCIAL CORP,2016.0,Q1,16644000.0,,,,
"THAT MARKETING SOLUTION, INC.",2016.0,Q1,-48043.0,19986.0,,,-2.4038326828780145
THEGLOBE COM INC,2015.0,FY,135330.0,0.0,,,inf
"THERAPEUTICSMD, INC.",2015.0,FY,-28419313.0,,,,
"THERAVANCE BIOPHARMA, INC.",2015.0,FY,-156284000.0,226000.0,,,-691.5221238938053
THERMO FISHER SCIENTIFIC INC.,2015.0,FY,,13090300000.0,,,
THERON RESOURCE GROUP,2015.0,FY,-88820.0,0.0,,,-inf
"THESTREET, INC.",2015.0,FY,-3785701.0,,,,
THIRD POINT REINSURANCE LTD.,2015.0,FY,227311000.0,478792000.0,,,0.47475939447609816
THOMPSON CREEK METALS CO INC.,2015.0,FY,-215000000.0,108700000.0,,,-1.9779208831646735
THRESHOLD PHARMACEUTICALS INC,2015.0,FY,-28415000.0,,,,
"THT HEAT TRANSFER TECHNOLOGY, INC.",2015.0,FY,2127923.0,61097433.0,,,0.03482835359056738
"THUNDERCLAP ENTERTAINMENT, INC.",2015.0,FY,-20492.0,,,,
TIANHE UNION HOLDINGS LTD.,2015.0,FY,-479.0,,,,
TIANHE UNION HOLDINGS LTD.,2016.0,Q1,-479.0,,,,
TICKET CORP.,2015.0,FY,-1256.0,69500.0,,,-0.018071942446043165
TIDELANDS BANCSHARES INC,2015.0,FY,-430540.0,,,,
TIDEWATER INC,2015.0,Q3,-160694000.0,387554000.0,,,-0.41463641195807555
TIFFANY & CO,2015.0,FY,181400000.0,,,,
"TIGER X MEDICAL, INC.",2015.0,FY,234000.0,,,,
"TILE SHOP HOLDINGS, INC.",2015.0,FY,-35660000.0,,,,
"TILLY'S, INC.",2015.0,FY,18137000.0,,,,
TIMBERLAND BANCORP INC,2016.0,Q1,1727000.0,,,,
TIME INC.,2015.0,FY,201000000.0,,,,
TIME WARNER CABLE INC.,2015.0,FY,1954000000.0,22120000000.0,,,0.08833634719710669
TIME WARNER INC.,2015.0,FY,3691000000.0,26461000000.0,,,0.13948830354106043
TIMKEN CO,2015.0,FY,262700000.0,,,,
TIMKENSTEEL CORP,2014.0,FY,155200000.0,,,,
TIMKENSTEEL CORP,2015.0,FY,89500000.0,,,,
TIPTREE FINANCIAL INC.,2015.0,FY,1626000.0,10866000.0,,,0.1496410822749862
TITAN INTERNATIONAL INC,2015.0,FY,35205000.0,,,,
TITAN PHARMACEUTICALS INC,2015.0,FY,,10481000.0,,,
TIVO INC,2015.0,FY,271816000.0,,,,
TIXFI INC.,2015.0,Q3,-5001.0,,,,
TJX COMPANIES INC /DE/,2015.0,FY,2137396000.0,,,,
TOA DISTRIBUTION SYSTEMS INC.,2015.0,Q3,-3009.0,0.0,,,-inf
"TOBIRA THERAPEUTICS, INC.",2015.0,FY,-18589000.0,,,,
TODEX CORP.,2015.0,FY,-556.0,2000.0,,,-0.278
TOKAI PHARMACEUTICALS INC,2015.0,FY,-15725000.0,,,,
TOLL BROTHERS INC,2016.0,Q1,81325000.0,,,,
"TOMI ENVIRONMENTAL SOLUTIONS, INC.",2015.0,FY,268436.0,2248341.0,,,0.11939292126950493
TOMPKINS FINANCIAL CORP,2015.0,FY,50856000.0,,,,
TONIX PHARMACEUTICALS HOLDING CORP.,2015.0,FY,-10884000.0,,,,
TOPBUILD CORP,2015.0,FY,-12738000.0,,,,
TOPS HOLDING II CORP,2015.0,FY,-1882000.0,,,,
TOR MINERALS INTERNATIONAL INC,2015.0,FY,707000.0,,,,
TORCHLIGHT ENERGY RESOURCES INC,2015.0,FY,-15809603.0,,,,
TORCHMARK CORP,2015.0,FY,528472000.0,3494253000.0,,,0.15124033663275097
TOROTEL INC,2016.0,Q3,28000.0,,,,
TORVEC INC,2015.0,FY,,50000.0,,,
TOTAL SYSTEM SERVICES INC,2015.0,FY,244750000.0,2064305000.0,,,0.11856290615970023
TOUCAN INTERACTIVE CORP,2015.0,Q3,-1980.0,,,,
"TOWER INTERNATIONAL, INC.",2015.0,FY,-20275000.0,,,,
TOWER SEMICONDUCTOR LTD,2015.0,FY,-107660000.0,,,,
TOWERSTREAM CORP,2015.0,FY,-24775289.0,,,,
TOWN SPORTS INTERNATIONAL HOLDINGS INC,2015.0,FY,12324000.0,,,,
"TOWNSQUARE MEDIA, INC.",2015.0,FY,10061000.0,,,,
TOYOTA MOTOR CREDIT CORP,2015.0,Q3,307000000.0,,,,
TOYS R US INC,2015.0,FY,-1039000000.0,,,,
TRAC INTERMODAL LLC,2015.0,FY,-29353000.0,515244000.0,,,-0.05696912530762124
"TRACK GROUP, INC.",2016.0,Q1,,4620619.0,,,
"TRACON PHARMACEUTICALS, INC.",2015.0,FY,-7708000.0,,,,
TRACTOR SUPPLY CO /DE/,2015.0,FY,328234000.0,,,,
"TRAFALGAR RESOURCES, INC.",2016.0,Q1,-11388.0,0.0,,,-inf
TRAILBLAZER RESOURCES INC.,2015.0,Q1,-57144.0,,,,
TRAILBLAZER RESOURCES INC.,2015.0,Q2,-243964.0,,,,
TRAILBLAZER RESOURCES INC.,2015.0,Q3,-27924.0,,,,
TRANS LUX CORP,2015.0,FY,-4628000.0,24359000.0,,,-0.1899913789564432
TRANS WORLD CORP,2015.0,FY,,38475000.0,,,
"TRANS-PACIFIC AEROSPACE COMPANY, INC.",2015.0,FY,-3677900.0,,,,
"TRANS-PACIFIC AEROSPACE COMPANY, INC.",2016.0,Q1,-1620872.0,,,,
TRANSACT TECHNOLOGIES INC,2015.0,FY,4935000.0,,,,
TRANSATLANTIC CAPITAL INC.,2014.0,FY,-1022504.0,,,,
TRANSATLANTIC CAPITAL INC.,2015.0,FY,-312535.0,,,,
TRANSATLANTIC CAPITAL INC.,2015.0,Q1,-53612.0,,,,
TRANSATLANTIC CAPITAL INC.,2015.0,Q2,-96512.0,,,,
TRANSATLANTIC CAPITAL INC.,2015.0,Q3,-150124.0,,,,
TRANSATLANTIC PETROLEUM LTD.,2015.0,FY,-13713000.0,130827000.0,,,-0.10481781283679974
TRANSCANADA CORP,2015.0,FY,1786000000.0,,,,
TRANSCANADA PIPELINES LTD,2015.0,FY,1789000000.0,,,,
TRANSCAT INC,2015.0,Q3,813000.0,,,,
